# Authored ingredient mapping: spoken name -> USDA FoodData Central record.
#
# Every fdc_id here was chosen deliberately per docs/decisions/0002-usda-import-rules.md.
# Rule 4 in that record is why several of these are the "unenriched" or "raw" variant rather
# than the obvious default: US fortification does not apply in India.
#
# aliases_roman : how people actually say it, including code-mixed speech. This is the column
#                 that matters most, because that is what the recogniser emits in practice.
# aliases_native: Telugu and Devanagari script. LEFT EMPTY where I am not confident. An empty
#                 cell is honest; a wrong one silently mismatches a food. Needs a native-speaker
#                 review pass before the event. Tracked in STATUS.md.
# band_reason   : extra confidence reason applied to every figure from this record, on top of
#                 the match and quantity reasons. Blank means no extra penalty.
#
key,"display_name",fdc_id,source,food_class,"aliases_roman","aliases_native",band_reason,"note"
milk_whole,"Milk, whole",172217,USDA_SR_LEGACY,DAIRY,"milk|doodh|paalu|whole milk","పాలు|दूध|మిల్క్|మిలిచ|मिल्क",,"172217 is the record WITHOUT added vitamin A and D (the 20 Sep US-record sweep; 171265 was the fortified twin with the same eight figures). 3.25% fat is toned milk; full-cream is 6%. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
curd,"Yogurt, plain, whole milk",171284,USDA_SR_LEGACY,DAIRY,"curd|dahi|perugu|yoghurt|yogurt|majjiga thick","పెరుగు|दही|కర్డ్|కడ్డ|కర్డు",,"171284, whole-milk yogurt, is home-set curd. Until the 20 Sep US-record sweep this was 170886, LOW-FAT yogurt with added milk solids (protein 5.25, fat 1.55 per 100 g against 3.47 and 3.25): a katori of curd carried 2.7 g of protein it never had. SR, never Foundation 2259793 which has no B12 row at all and reports iron as 0.0. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
coconut_fresh,"Coconut meat, raw",170169,USDA_SR_LEGACY,VEGETABLE,"coconut|nariyal|kobbari|fresh coconut","కొబ్బరి|नारियल",,"132 analytical samples, the best-sampled record in this set."
coconut_dried,"Coconut meat, dried, unsweetened",170170,USDA_SR_LEGACY,VEGETABLE,"dry coconut|copra|endu kobbari","",,"Unsweetened variant deliberately."
okra,"Okra, raw",169260,USDA_SR_LEGACY,VEGETABLE,"okra|bhindi|bendakaya|lady finger|ladies finger","బెండకాయ|भिंडी",,""
brinjal,"Eggplant, raw",169228,USDA_SR_LEGACY,VEGETABLE,"brinjal|baingan|vankaya|eggplant|aubergine","వంకాయ|बैंगन",,"'brinjal' is absent from USDA as a term; eggplant is the same plant."
bitter_gourd,"Balsam-pear (bitter gourd), raw",168393,USDA_SR_LEGACY,VEGETABLE,"bitter gourd|karela|kakarakaya|bitter melon","కాకరకాయ|करेला",,"USDA's description says bitter gourd."
bottle_gourd,"Gourd, white-flowered (calabash), raw",169232,USDA_SR_LEGACY,VEGETABLE,"bottle gourd|lauki|sorakaya|dudhi|calabash","సొరకాయ|लौकी",,"Lagenaria siceraria, exactly lauki. Only 2 analytical samples."
ridge_gourd,"Gourd, dishcloth (towelgourd), raw",168414,USDA_SR_LEGACY,VEGETABLE,"ridge gourd|turai|beerakaya|torai","బీరకాయ|तुरई",SUBSTITUTE_FOOD_RECORD,"Luffa aegyptiaca, a sister species to ridge gourd Luffa acutangula. Not the same plant. Disclosed."
drumstick_pod,"Drumstick pods, raw",170483,USDA_SR_LEGACY,VEGETABLE,"drumstick|munaga|munagakaya|sahjan|moringa pod|drumstick pod","మునగకాయ",WEAK_SOURCE_RECORD,"One analytical sample."
drumstick_leaves,"Drumstick leaves, raw",168416,USDA_SR_LEGACY,VEGETABLE,"drumstick leaves|munaga aaku|moringa leaves|sahjan patta","",WEAK_SOURCE_RECORD,"Three analytical samples."
coriander_leaves,"Coriander (cilantro) leaves, raw",169997,USDA_SR_LEGACY,VEGETABLE,"coriander|cilantro|dhania|kothimeera|coriander leaves","కొత్తిమీర|धनिया",,""
tamarind,"Tamarinds, raw",167763,USDA_SR_LEGACY,FRUIT,"tamarind|imli|chintapandu","చింతపండు|इमली",SUBSTITUTE_FOOD_RECORD,"USDA record is the raw whole fruit, not the concentrated pulp Indian cooking uses. Disclosed."
mustard_seed,"Spices, mustard seed, ground",170929,USDA_SR_LEGACY,SPICE,"mustard seeds|rai|avalu|sarson","ఆవాలు|राई",,"Ground, not whole."
cumin,"Spices, cumin seed",170923,USDA_SR_LEGACY,SPICE,"cumin|jeera|jilakarra|zeera","జీలకర్ర|जीरा",,"Iron 66.36 mg/100g from 48 samples. Spice iron is flagged separately in the pipeline."
turmeric,"Spices, turmeric, ground",172231,USDA_SR_LEGACY,SPICE,"turmeric|haldi|pasupu","పసుపు|हल्दी",WEAK_SOURCE_RECORD,"Iron 55 mg/100g from only 3 samples. Spice iron is flagged separately."
jowar,"Sorghum, whole grain, white",2710842,USDA_FOUNDATION,GRAIN_RAW,"jowar|sorghum|jonna|cholam","జొన్న|ज्वार",,"Foundation record, species confirmed Sorghum bicolor in USDA's own taxonomy. One of the few Foundation records used."
gongura,"Roselle (gongura), raw",168170,USDA_SR_LEGACY,VEGETABLE,"gongura|roselle|pulicha keerai|ambadi","గోంగూర",,"Gongura IS roselle, Hibiscus sabdariffa. Earlier research listed gongura as absent from every source; it is present in USDA under its botanical common name. Same species, so no substitute flag."
thotakura,"Amaranth leaves, raw",168385,USDA_SR_LEGACY,VEGETABLE,"thotakura|amaranth leaves|chaulai|rajgira leaves","తోటకూర",,""
palakura,"Spinach, raw",168462,USDA_SR_LEGACY,VEGETABLE,"palak|spinach|palakura|palak leaves","పాలకూర|पालक",,""
tomato,"Tomatoes, red, ripe, raw",170457,USDA_SR_LEGACY,VEGETABLE,"tomato|tamatar|tomato pandu","టమాటా|टमाटर",,""
onion,"Onions, raw",170000,USDA_SR_LEGACY,VEGETABLE,"onion|pyaz|ullipaya|kanda","ఉల్లిపాయ|प्याज",,""
potato,"Potatoes, flesh and skin, raw",170026,USDA_SR_LEGACY,VEGETABLE,"potato|aloo|bangaladumpa","బంగాళాదుంప|आलू",,"Flesh and skin, not 170032 which is the skin alone."
green_chilli,"Peppers, hot chili, green, raw",170497,USDA_SR_LEGACY,VEGETABLE,"green chilli|hari mirch|pachi mirchi|chilli","పచ్చిమిర్చి|हरी मिर्च",,""
red_chilli_powder,"Spices, pepper, red or cayenne",170932,USDA_SR_LEGACY,SPICE,"red chilli powder|karam|lal mirch|mirchi powder","కారం|लाल मिर्च",,""
garlic,"Garlic, raw",169230,USDA_SR_LEGACY,SPICE,"garlic|lehsun|vellulli","వెల్లుల్లి|लहसुन",,""
ginger,"Ginger root, raw",169231,USDA_SR_LEGACY,SPICE,"ginger|adrak|allam","అల్లం|अदरक",,""
mint,"Peppermint, fresh",173474,USDA_SR_LEGACY,VEGETABLE,"mint|pudina","పుదీనా|पुदीना",SUBSTITUTE_FOOD_RECORD,"USDA carries peppermint; Indian pudina is usually spearmint. Close but not the same species, so flagged."
ash_gourd,"Waxgourd (ash gourd), raw",170069,USDA_SR_LEGACY,VEGETABLE,"ash gourd|boodida gummadikaya|petha|winter melon","బూడిద గుమ్మడికాయ",,""
raw_banana,"Plantains, green, raw",168215,USDA_SR_LEGACY,VEGETABLE,"raw banana|aratikaya|kaccha kela|plantain","అరటికాయ",,""
colocasia,"Taro, raw",169308,USDA_SR_LEGACY,VEGETABLE,"colocasia|chamagadda|arbi|taro","చామగడ్డ",,""
yam,"Yam, raw",170071,USDA_SR_LEGACY,VEGETABLE,"yam|kanda gadda|suran|pendalam","పెండలం",,""
beetroot,"Beets, raw",169145,USDA_SR_LEGACY,VEGETABLE,"beetroot|beet|chukandar","బీట్‌రూట్",,""
carrot,"Carrots, raw",170393,USDA_SR_LEGACY,VEGETABLE,"carrot|gajar|carrot mukkalu","క్యారెట్|गाजर",,""
cabbage,"Cabbage, raw",169975,USDA_SR_LEGACY,VEGETABLE,"cabbage|patta gobhi","క్యాబేజీ",,""
cauliflower,"Cauliflower, raw",169986,USDA_SR_LEGACY,VEGETABLE,"cauliflower|gobi|phool gobhi","కాలీఫ్లవర్",,""
green_peas,"Peas, green, raw",170419,USDA_SR_LEGACY,VEGETABLE,"green peas|matar|batani","బటానీ|मटर",,""
french_beans,"Beans, snap, green, raw",169961,USDA_SR_LEGACY,VEGETABLE,"beans|french beans|hari phali|chikkudukaya","చిక్కుడుకాయ",SUBSTITUTE_FOOD_RECORD,"USDA snap beans. Telugu chikkudukaya is usually a different bean, so flagged. Cluster beans (goru chikkudu) are a separate plant and are no-data."
cowpea,"Cowpeas (catjang), raw",175208,USDA_SR_LEGACY,PULSE_RAW,"cowpea|bobbarlu|lobia|black eyed peas","బొబ్బర్లు",,""
sprouted_moong,"Mung beans, sprouted, raw",169957,USDA_SR_LEGACY,PULSE_RAW,"sprouts|moong sprouts|molakalu|sprouted moong","మొలకలు",,""
egg,"Egg, whole, raw",171287,USDA_SR_LEGACY,COMPOSED_DISH,"egg|anda|kodi guddu|boiled egg","కోడిగుడ్డు|अंडा|ఎగ్|ఎది|బాయిల్డ్ ఎగ్|బాయిల్డే ఎగ|उबला अंडा|एग",,"Classed as COMPOSED_DISH, as chicken is, only so a counted egg is one 50 g piece: the DAIRY class has no piece unit, and 'one boiled egg' weighed a 150 g katori in the demo-sentence run. It is not a dish. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
chicken,"Chicken breast, skinless, raw",171077,USDA_SR_LEGACY,COMPOSED_DISH,"chicken|kodi|murgh|chicken curry piece","కోడి|मुर्गा|చికెన్|चिकन",,"Skinless boneless meat only. Not 171509, which has an added solution. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
goat_meat,"Goat meat, raw",175303,USDA_SR_LEGACY,COMPOSED_DISH,"mutton|goat|mamsam|bakra","మాంసం",,"USDA files goat under game meat. Indian mutton is goat, not lamb."
fish_carp,"Fish, carp, raw",171952,USDA_SR_LEGACY,COMPOSED_DISH,"fish|chepa|machli|rohu","చేప|मछली",SUBSTITUTE_FOOD_RECORD,"Rohu is a carp, so this is the right family but not the same species. Flagged."
prawn,"Shrimp, raw",175179,USDA_SR_LEGACY,COMPOSED_DISH,"prawn|royyalu|jhinga|shrimp","రొయ్యలు",,""
sooji,"Semolina, unenriched",168933,USDA_SR_LEGACY,GRAIN_RAW,"sooji|semolina|rava|upma rava|bombay rava","రవ్వ|सूजी",,"Unenriched deliberately, same reasoning as rice. Semolina is sooji, a direct match rather than a derivation."
poha,"Flattened rice (from unenriched white rice)",169756,USDA_SR_LEGACY,GRAIN_RAW,"flattened rice|beaten rice|chivda base","",SUBSTITUTE_FOOD_RECORD,"DERIVED, disclosed: USDA has no flattened rice. Poha is parboiled milled rice flattened, so its macros track milled white rice closely. Mapped to the unenriched raw rice record and flagged as a substitute so it can never read as Good."
rice_flour,"Rice flour, white, unenriched",169714,USDA_SR_LEGACY,GRAIN_RAW,"rice flour|biyyam pindi|chawal ka atta","బియ్యం పిండి",,""
sesame_oil,"Oil, sesame",171016,USDA_SR_LEGACY,FAT_OIL,"sesame oil|gingelly oil|nuvvula nune|til ka tel","నువ్వుల నూనె",,""
sesame_seeds,"Seeds, sesame, whole, dried",170150,USDA_SR_LEGACY,SPICE,"sesame seeds|til|nuvvulu","నువ్వులు",,""
peanuts_raw,"Peanuts, raw",172430,USDA_SR_LEGACY,SPICE,"peanuts|groundnut|palli|moongphali|verusenaga","పల్లీలు|मूंगफली",,""
peanuts_roasted,"Peanuts, dry-roasted, unsalted",173806,USDA_SR_LEGACY,SPICE,"roasted peanuts|fried palli|roasted groundnut","",,"Unsalted variant deliberately."
cashew,"Nuts, cashew, raw",170162,USDA_SR_LEGACY,SPICE,"cashew|kaju|jeedipappu","జీడిపప్పు|काजू",,""
coriander_seed,"Spices, coriander seed",170922,USDA_SR_LEGACY,SPICE,"coriander seeds|dhaniya|dhaniyalu","ధనియాలు",,""
fenugreek_seed,"Spices, fenugreek seed",171324,USDA_SR_LEGACY,SPICE,"fenugreek|methi seeds|menthulu","మెంతులు|मेथी",,""
black_pepper,"Spices, pepper, black",170931,USDA_SR_LEGACY,SPICE,"black pepper|kali mirch|miriyalu","మిరియాలు|काली मिर्च",,""
cardamom,"Spices, cardamom",170919,USDA_SR_LEGACY,SPICE,"cardamom|elaichi|yelakulu","యాలకులు|इलायची",,""
cloves,"Spices, cloves, ground",171321,USDA_SR_LEGACY,SPICE,"cloves|laung|lavangalu","లవంగాలు|लौंग",,""
cinnamon,"Spices, cinnamon, ground",171320,USDA_SR_LEGACY,SPICE,"cinnamon|dalchini|dalchina chekka","దాల్చిన చెక్క|दालचीनी",,""
bay_leaf,"Spices, bay leaf",170917,USDA_SR_LEGACY,SPICE,"bay leaf|tej patta|biryani aaku","బిరియాని ఆకు",,""
sugar,"Sugars, granulated",169655,USDA_SR_LEGACY,SWEET,"sugar|cheeni|panchadara|shakkar","పంచదార|चीनी|షుగర్|షుగరు|शुगर",,"te/hi aliases GENERATED, unreviewed: see log-words-review.md"
salt,"Salt, table",173468,USDA_SR_LEGACY,SPICE,"salt|namak|uppu","ఉప్పు|नमक",,""
butter,"Butter, without salt",173430,USDA_SR_LEGACY,FAT_OIL,"butter|makhan|vennaa","వెన్న|मक्खन|బటర్|బటరు|बटर",,"Unsalted variant deliberately. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
bread_white,"Bread, white, sliced",174924,USDA_SR_LEGACY,GRAIN_COOKED,"bread|white bread|bread slice|double roti|pav|bun","బ్రెడ్|బ్రెడ్డు|ब्रेड|डबल रोटी",,"Sliced white bread, the default for a bare 'bread'. Whole-wheat is bread_brown. US record is made from iron-ENRICHED flour (3.6 mg per 100 g); Indian bread is not enriched, so its iron reads high. Disclosed in the about screen with milk's vitamin D. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
bread_brown,"Bread, whole-wheat, sliced",172688,USDA_SR_LEGACY,GRAIN_COOKED,"brown bread|whole wheat bread|wheat bread|atta bread","బ్రౌన్ బ్రెడ్|ब्राउन ब्रेड",,"te/hi aliases GENERATED, unreviewed: see log-words-review.md"
cheese_processed,"Cheese, processed",171290,USDA_SR_LEGACY,DAIRY,"cheese|processed cheese|cheese slice|cheese cube|cheese slices","చీజ్|చీరి|చీజు|चीज़|चीज",,"The Indian cube or slice is processed cheese; USDA American process, without added vitamin D. High in sodium, as the Indian product is, so the record is honest on the nutrient people track. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
biscuit_marie,"Biscuit (Marie)",171867,USDA_SR_LEGACY,PACKAGED,"biscuit|biscuits|marie biscuit|marie|tea biscuit|glucose biscuit","బిస్కెట్|బిస్కెడి|బిస్కట్|बिस्कुट|बिस्किट",,"USDA carries a Marie biscuit record. A cream or chocolate biscuit is heavier in fat and sugar and is not this record; a bare 'biscuit' means the plain tea biscuit. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
banana,"Banana, ripe",173944,USDA_SR_LEGACY,FRUIT,"banana|ripe banana|arati pandu|kela|pazham","బనానా|అరటిపండు|అరటి పండు|केला",,"Ripe dessert banana. raw_banana is the green plantain cooked as a vegetable. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
apple,"Apple, with skin",171688,USDA_SR_LEGACY,FRUIT,"apple|seb","ఆపిల్|ఆపిలి|యాపిల్|सेब|एप्पल",,"te/hi aliases GENERATED, unreviewed: see log-words-review.md"
orange_juice,"Orange juice",169098,USDA_SR_LEGACY,BEVERAGE,"orange juice|santra juice|narinja juice","ఆరెంజ్ జ్యూస్|संतरे का जूस",,"Fresh orange juice. A bare 'juice' is juice_generic. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
juice_generic,"Juice (assumed orange)",169098,USDA_SR_LEGACY,BEVERAGE,"juice|fruit juice","జ్యూస్|జూస్|जूस",CATEGORY_LEVEL_MATCH,"A bare 'juice' names a category, not a food. It resolves to the orange record at ROUGH, via CATEGORY_LEVEL_MATCH, and the display name says the assumption so the person can correct it to mango_juice or apple. Same fdcId as orange_juice on purpose. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
mango_juice,"Mango juice (nectar)",167785,USDA_SR_LEGACY,BEVERAGE,"mango juice|mango nectar|mamidi juice|maaza|frooti","మామిడి జ్యూస్|आम का जूस",,"Packaged mango drinks are nectars, which is the USDA record. Brand names are what people say. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
water,"Water",173647,USDA_SR_LEGACY,BEVERAGE,"water|drinking water|neellu|paani|pani","వాటర్|వాటరు|నీళ్లు|నీళ్ళు|पानी",,"Zero nutrients; logged so a glass of water is in the record of what was drunk. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
tea_brewed,"Tea, black, brewed, no milk",173227,USDA_SR_LEGACY,BEVERAGE,"black tea|tea without milk|plain tea|lemon tea","బ్లాక్ టీ|काली चाय",,"The record for tea taken without milk, and an ingredient of the chai recipe, which is what a bare 'tea' means. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
coffee_brewed,"Coffee, brewed, no milk",171890,USDA_SR_LEGACY,BEVERAGE,"black coffee|coffee without milk","బ్లాక్ కాఫీ|काली कॉफी",,"The record for black coffee, and an ingredient of the coffee_milk recipe, which is what a bare 'coffee' means. te/hi aliases GENERATED, unreviewed: see log-words-review.md"
